drug_a,drug_b,combination,almanac_breast_median_combo_score,almanac_breast_mean_combo_score,almanac_breast_max_combo_score,almanac_breast_min_combo_score,almanac_breast_positive_line_fraction,almanac_breast_lines_tested,almanac_breast_cell_lines,almanac_breast_synergy_support,drug_a_has_patient_model,drug_b_has_patient_model,patient_specific_pair_tier
lapatinib,procarbazine,lapatinib + procarbazine,-39,-53,36,-194,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
nilotinib,procarbazine,nilotinib + procarbazine,-102,-114,-17,-226,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
procarbazine,sorafenib,procarbazine + sorafenib,-53,-77.4,-11,-210,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lenalidomide,procarbazine,lenalidomide + procarbazine,28,20,49,-25,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.91738464484013,FALSE,FALSE,not_patient_scored
procarbazine,raloxifene,procarbazine + raloxifene,-50,-60,-27,-99,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
abiraterone,procarbazine,abiraterone + procarbazine,-15,-19,31,-79,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
procarbazine,sunitinib,procarbazine + sunitinib,-98,-109.6,-40,-218,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
procarbazine,vemurafenib,procarbazine + vemurafenib,-91,-82,-42,-104,0,4,BR:BT-549;BR:HS 578T;BR:MCF7;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
depsipeptide,procarbazine,depsipeptide + procarbazine,-13,-8,48,-53,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
pralatrexate,procarbazine,pralatrexate + procarbazine,-20,-45.4,-4,-99,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
procarbazine,vismodegib,procarbazine + vismodegib,-70,-61.8,3,-96,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
crizotinib,procarbazine,crizotinib + procarbazine,-74,-68.4,-34,-102,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
axitinib,procarbazine,axitinib + procarbazine,-20,-24.6,-7,-54,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
procarbazine,vandetanib,procarbazine + vandetanib,-29,-27.8,37,-86,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
cabazitaxel,procarbazine,cabazitaxel + procarbazine,-27,-22,10,-52,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
procarbazine,ruxolitinib,procarbazine + ruxolitinib,-8,-5,24,-50,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,triethylenemelamine,lomustine + triethylenemelamine,-55,-47.2,26,-90,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,lomustine,daunorubicin + lomustine,-29,-27.8,5,-56,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,teniposide,lomustine + teniposide,-61,-59.6,-35,-94,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
doxorubicin,lomustine,doxorubicin + lomustine,24,20.4,75,-39,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.904843959410301,TRUE,FALSE,tier_B_one_drug_patient_scored
etoposide,lomustine,etoposide + lomustine,-37,-46.2,-4,-86,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dexrazoxane,lomustine,dexrazoxane + lomustine,-35,-40.6,-29,-62,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,mitoxantrone,lomustine + mitoxantrone,-165,-145.6,-76,-199,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,vinorelbine,lomustine + vinorelbine,-47.5,-40.5,-4,-63,0,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,pemetrexed,lomustine + pemetrexed,-67,-68.4,-18,-119,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
exemestane,lomustine,exemestane + lomustine,-7,-22,0,-54,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
gefitinib,lomustine,gefitinib + lomustine,-30,-1.8,67,-53,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,pazopanib,lomustine + pazopanib,30,17.6,42,-45,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.923607122343481,FALSE,FALSE,not_patient_scored
lenalidomide,lomustine,lenalidomide + lomustine,-51,-42.8,-21,-62,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,raloxifene,lomustine + raloxifene,-1,0.8,14,-18,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
abiraterone,lomustine,abiraterone + lomustine,20,17,54,-25,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.888091135362818,FALSE,FALSE,not_patient_scored
lomustine,vemurafenib,lomustine + vemurafenib,-16,-9.8,59,-63,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,vismodegib,lomustine + vismodegib,5,1.4,35,-34,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,FALSE,FALSE,not_patient_scored
crizotinib,lomustine,crizotinib + lomustine,-29.5,-23.7,58,-67,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
axitinib,lomustine,axitinib + lomustine,-21,3.4,70,-48,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,vandetanib,lomustine + vandetanib,2,15,48,-1,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.768140915182845,FALSE,FALSE,not_patient_scored
cabazitaxel,lomustine,cabazitaxel + lomustine,-15,-14.6666666666667,5,-34,0.333333333333333,3,BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,ruxolitinib,lomustine + ruxolitinib,-8,-1,19,-12,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,triethylenemelamine,daunorubicin + triethylenemelamine,28,47.6,96,5,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.91738464484013,FALSE,FALSE,not_patient_scored
daunorubicin,teniposide,daunorubicin + teniposide,25,19.8,44,-23,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.908673176335439,FALSE,FALSE,not_patient_scored
daunorubicin,doxorubicin,daunorubicin + doxorubicin,49,25.4,137,-128,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.959697491862914,FALSE,TRUE,tier_B_one_drug_patient_scored
daunorubicin,etoposide,daunorubicin + etoposide,3,3,42,-36,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.775895079456251,FALSE,FALSE,not_patient_scored
daunorubicin,dexrazoxane,daunorubicin + dexrazoxane,-5,-16.6,18,-68,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,mitoxantrone,daunorubicin + mitoxantrone,36,28.6,55,-1,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.938828259620908,FALSE,FALSE,not_patient_scored
daunorubicin,vinorelbine,daunorubicin + vinorelbine,-13,-18.6666666666667,-10,-33,0,3,BR:BT-549;BR:MCF7;BR:MDA-MB-231,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,pemetrexed,daunorubicin + pemetrexed,-33,-29.2,0,-51,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,exemestane,daunorubicin + exemestane,27,43.6,80,20,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.914225540876891,FALSE,FALSE,not_patient_scored
daunorubicin,gefitinib,daunorubicin + gefitinib,52,52.6,66,37,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.964675473865594,FALSE,FALSE,not_patient_scored
daunorubicin,pazopanib,daunorubicin + pazopanib,17,30,88,-1,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.874114493586062,FALSE,FALSE,not_patient_scored
daunorubicin,lenalidomide,daunorubicin + lenalidomide,11,11.4,69,-30,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.841853340991767,FALSE,FALSE,not_patient_scored
daunorubicin,raloxifene,daunorubicin + raloxifene,15,21.6,66,-8,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.864541451273215,FALSE,FALSE,not_patient_scored
abiraterone,daunorubicin,abiraterone + daunorubicin,51,44.8,54,26,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.962952326249282,FALSE,FALSE,not_patient_scored
daunorubicin,vemurafenib,daunorubicin + vemurafenib,-12,-27.3,48,-125,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,vismodegib,daunorubicin + vismodegib,55,59.2,125,11,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.968313229944476,FALSE,FALSE,not_patient_scored
crizotinib,daunorubicin,crizotinib + daunorubicin,-29.5,-41.4,-2,-108,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
axitinib,daunorubicin,axitinib + daunorubicin,-12,-11.2,50,-77,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,vandetanib,daunorubicin + vandetanib,11,13.8,41,-6,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.841853340991767,FALSE,FALSE,not_patient_scored
cabazitaxel,daunorubicin,cabazitaxel + daunorubicin,30,34.6666666666667,46,28,1,3,BR:BT-549;BR:MCF7;BR:MDA-MB-231,0.923607122343481,FALSE,FALSE,not_patient_scored
daunorubicin,ruxolitinib,daunorubicin + ruxolitinib,19,14.2,93,-65,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.883974727168294,FALSE,FALSE,not_patient_scored
methotrexate,streptozocin,methotrexate + streptozocin,-38,-40.4,-15,-67,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,streptozocin,busulfan + streptozocin,-34,-32.8,21,-76,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,streptozocin,6 thioguanine + streptozocin,-39,-28.2,8,-47,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,streptozocin,6 mercaptopurine + streptozocin,-21,-28.6,7,-63,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
nitrogen mustard,streptozocin,nitrogen mustard + streptozocin,-31,-26.2,12,-49,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
allopurinol,streptozocin,allopurinol + streptozocin,-23,-78.6,24,-302,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
actinomycin d,streptozocin,actinomycin d + streptozocin,-48,-36.8,-8,-56,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
chlorambucil,streptozocin,chlorambucil + streptozocin,-24,-27.2,0,-73,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,thiotepa,streptozocin + thiotepa,-5,-5.8,29,-48,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
melphalan,streptozocin,melphalan + streptozocin,-41,-36.4,-20,-55,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,triethylenemelamine,streptozocin + triethylenemelamine,-37,-28.4,0,-49,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
altretamine,streptozocin,altretamine + streptozocin,-82,-74.2,0,-118,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
acrichine,streptozocin,acrichine + streptozocin,-7,-6.6,64,-61,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
aminolevulinic acid,streptozocin,aminolevulinic acid + streptozocin,-26,-29.8,6,-105,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
5-fluorouracil,streptozocin,5-fluorouracil + streptozocin,-11,-12.2,13,-44,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
mithramycin,streptozocin,mithramycin + streptozocin,-28,-13.4,73,-62,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
pipobroman,streptozocin,pipobroman + streptozocin,-12,-12.8,62,-93,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
floxuridine,streptozocin,floxuridine + streptozocin,-19,-22.2,-3,-56,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
hydroxyurea,streptozocin,hydroxyurea + streptozocin,-48,-38.6,-9,-60,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,uracil mustard,streptozocin + uracil mustard,-17,-11,41,-42,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
mitotane,streptozocin,mitotane + streptozocin,-23,-20.6,-6,-30,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dacarbazine,streptozocin,dacarbazine + streptozocin,-62,-47.2,7,-82,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,vinblastine,streptozocin + vinblastine,-37,-36.6,-5,-82,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
cytarabine,streptozocin,cytarabine + streptozocin,-9,-2,34,-31,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,thalidomide,streptozocin + thalidomide,-471,-515.6,-329,-756,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,vincristine,streptozocin + vincristine,-106,-109.8,-92,-146,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
megestrol acetate,streptozocin,megestrol acetate + streptozocin,-71,-92.2,2,-219,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,streptozocin,lomustine + streptozocin,8,-4.2,38,-62,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.818973769864063,FALSE,FALSE,not_patient_scored
daunorubicin,streptozocin,daunorubicin + streptozocin,9,4.6,35,-34,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.827685238368754,FALSE,FALSE,not_patient_scored
azacitidine,streptozocin,azacitidine + streptozocin,-16,-22,13,-59,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
cladribine,streptozocin,cladribine + streptozocin,-29,-30.8,9,-63,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
fludarabine,streptozocin,fludarabine + streptozocin,-46,-50.4,-36,-73,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
isotretinoin,streptozocin,isotretinoin + streptozocin,-39,-33,35,-98,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,teniposide,streptozocin + teniposide,37,36.4,72,-8,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.941317250622248,FALSE,FALSE,not_patient_scored
doxorubicin,streptozocin,doxorubicin + streptozocin,4,1.2,59,-64,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.783553513306529,TRUE,FALSE,tier_B_one_drug_patient_scored
bleomycin,streptozocin,bleomycin + streptozocin,-19,-9.8,28,-62,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
paclitaxel,streptozocin,paclitaxel + streptozocin,-65,-17,174,-90,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
bendamustine,streptozocin,bendamustine + streptozocin,-36,-40.4,-17,-75,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
etoposide,streptozocin,etoposide + streptozocin,11,11.4,54,-31,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.841853340991767,FALSE,FALSE,not_patient_scored
dexrazoxane,streptozocin,dexrazoxane + streptozocin,17,6.6,41,-34,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.874114493586062,FALSE,FALSE,not_patient_scored
streptozocin,tamoxifen,streptozocin + tamoxifen,-16,-13,28,-34,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
rapamycin,streptozocin,rapamycin + streptozocin,-29,-25.75,4,-49,0.25,4,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
carboplatin,streptozocin,carboplatin + streptozocin,-31.5,-34,16,-89,0.5,4,BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,valrubicin,streptozocin + valrubicin,22,-5.6,106,-209,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.896802603867509,FALSE,FALSE,not_patient_scored
mitoxantrone,streptozocin,mitoxantrone + streptozocin,33,20.2,58,-50,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.932701512540685,FALSE,FALSE,not_patient_scored
streptozocin,temozolomide,streptozocin + temozolomide,-37,-40.4,4,-94,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
clofarabine,streptozocin,clofarabine + streptozocin,-17,-19.2,-4,-50,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,vinorelbine,streptozocin + vinorelbine,1,-3.2,22,-38,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.759908098793797,FALSE,FALSE,not_patient_scored
gemcitabine,streptozocin,gemcitabine + streptozocin,-28,-31,-12,-59,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
docetaxel,streptozocin,docetaxel + streptozocin,-64,-49,12,-70,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
7 ethyl 10 hydroxycamptothecin,streptozocin,7 ethyl 10 hydroxycamptothecin + streptozocin,-15,-14.6,3,-36,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
nelarabine,streptozocin,nelarabine + streptozocin,-49,-90.4,-4,-227,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
pemetrexed,streptozocin,pemetrexed + streptozocin,-22,-24.8,12,-91,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,vorinostat,streptozocin + vorinostat,-49,-31.5,32,-60,0.25,4,BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
capecitabine,streptozocin,capecitabine + streptozocin,-66,-83.6,-21,-177,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
exemestane,streptozocin,exemestane + streptozocin,5,11.2,47,-25,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,FALSE,FALSE,not_patient_scored
gefitinib,streptozocin,gefitinib + streptozocin,0,0.8,17,-15,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
fulvestrant,streptozocin,fulvestrant + streptozocin,-55,-63,9,-179,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
anastrozole,streptozocin,anastrozole + streptozocin,-66.5,-60,18,-125,0.25,4,BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
letrozole,streptozocin,letrozole + streptozocin,-58,-72.8,-20,-164,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
celecoxib,streptozocin,celecoxib + streptozocin,-36,-64.6,3,-196,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
streptozocin,zoledronate,streptozocin + zoledronate,-8,-21.6,22,-99,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
